comparisonId,type,status,mySiteQuestionIds,referenceQuestionIds,questionSimilarity,optionSimilarity,answerMatches,imageMatches,proposedPart,partConfidence,reason,manualReviewRequired
choice-00388,choice,EXACT_MATCH,part_⑤-93,part_⑤-93,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00389,choice,EXACT_MATCH,part_⑤-94,part_⑤-94,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00390,choice,EXACT_MATCH,part_⑤-25,part_⑤-95,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00391,choice,EXACT_MATCH,part_⑤-96,part_⑤-96,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00392,choice,EXACT_MATCH,part_⑤-97,part_⑤-97,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00393,choice,EXACT_MATCH,part_⑤-98,part_⑤-98,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00394,choice,EXACT_MATCH,part_⑤-3,part_⑤-99,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00395,choice,EXACT_MATCH,part_⑤-100,part_⑤-100,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00396,choice,EXACT_MATCH,part_⑤-101,part_⑤-101,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00397,choice,EXACT_MATCH,part_⑤-102,part_⑤-102,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00398,choice,EXACT_MATCH,part_⑥-1,part_⑥-1,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00399,choice,EXACT_MATCH,part_⑥-2,part_⑥-2,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00400,choice,EXACT_MATCH,part_⑥-3,part_⑥-3,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00401,choice,EXACT_MATCH,part_⑥-4,part_⑥-4,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00402,choice,EXACT_MATCH,part_⑥-5,part_⑥-5,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00403,choice,EXACT_MATCH,part_⑥-6,part_⑥-6,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00404,choice,EXACT_MATCH,part_⑥-7,part_⑥-7,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00405,choice,EXACT_MATCH,part_⑥-8,part_⑥-8,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00406,choice,EXACT_MATCH,part_⑥-9,part_⑥-9,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00407,choice,EXACT_MATCH,part_⑥-10,part_⑥-10,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00408,choice,EXACT_MATCH,part_⑥-11,part_⑥-11,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00409,choice,EXACT_MATCH,part_⑥-12,part_⑥-12,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00410,choice,EXACT_MATCH,part_⑥-13,part_⑥-13,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00411,choice,EXACT_MATCH,part_⑥-14,part_⑥-14,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00412,choice,EXACT_MATCH,part_⑥-15,part_⑥-15,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00413,choice,EXACT_MATCH,part_⑥-16,part_⑥-16,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00414,choice,EXACT_MATCH,part_⑥-17,part_⑥-17,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00415,choice,EXACT_MATCH,part_⑥-18,part_⑥-18,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00416,choice,EXACT_MATCH,part_⑥-19,part_⑥-19,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00417,choice,EXACT_MATCH,part_⑥-20,part_⑥-20,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00418,choice,EXACT_MATCH,part_⑥-21,part_⑥-21,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00419,choice,EXACT_MATCH,part_⑥-22,part_⑥-22,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00420,choice,EXACT_MATCH,part_⑥-23,part_⑥-23,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00421,choice,EXACT_MATCH,part_⑥-24,part_⑥-24,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00422,choice,EXACT_MATCH,part_⑥-25,part_⑥-25,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00423,choice,EXACT_MATCH,part_⑥-26,part_⑥-26,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00424,choice,EXACT_MATCH,part_⑥-27,part_⑥-27,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00425,choice,EXACT_MATCH,part_⑥-28,part_⑥-28,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00426,choice,EXACT_MATCH,part_⑥-29,part_⑥-29,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00427,choice,EXACT_MATCH,part_⑥-30,part_⑥-30,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00428,choice,EXACT_MATCH,part_⑥-31,part_⑥-31,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00429,choice,EXACT_MATCH,part_⑥-32,part_⑥-32,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00430,choice,EXACT_MATCH,part_⑥-33,part_⑥-33,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00431,choice,EXACT_MATCH,part_⑥-34,part_⑥-34,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00432,choice,EXACT_MATCH,part_⑥-35,part_⑥-35,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00433,choice,EXACT_MATCH,part_⑥-36,part_⑥-36,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00434,choice,EXACT_MATCH,part_⑥-37,part_⑥-37,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00435,choice,EXACT_MATCH,part_⑥-38,part_⑥-38,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00436,choice,EXACT_MATCH,part_⑥-39,part_⑥-39,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00437,choice,EXACT_MATCH,part_⑥-40,part_⑥-40,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00438,choice,EXACT_MATCH,part_⑥-41,part_⑥-41,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00439,choice,EXACT_MATCH,part_⑥-42,part_⑥-42,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00440,choice,EXACT_MATCH,part_⑥-43,part_⑥-43,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00441,choice,EXACT_MATCH,part_⑥-44,part_⑥-44,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00442,choice,EXACT_MATCH,part_⑥-45,part_⑥-45,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00443,choice,EXACT_MATCH,part_⑥-46,part_⑥-46,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00444,choice,EXACT_MATCH,part_⑥-47,part_⑥-47,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00445,choice,EXACT_MATCH,part_⑥-48,part_⑥-48,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00446,choice,EXACT_MATCH,part_⑥-49,part_⑥-49,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00447,choice,EXACT_MATCH,part_⑥-50,part_⑥-50,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00448,choice,EXACT_MATCH,part_⑥-51,part_⑥-51,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00449,choice,EXACT_MATCH,part_⑥-52,part_⑥-52,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00450,choice,EXACT_MATCH,part_⑥-53,part_⑥-53,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00451,choice,EXACT_MATCH,part_⑥-54,part_⑥-54,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00452,choice,EXACT_MATCH,part_⑥-55,part_⑥-55,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00453,choice,EXACT_MATCH,part_⑥-56,part_⑥-56,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00454,choice,EQUIVALENT,part_⑥-57,part_⑥-57,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00455,choice,EQUIVALENT,part_⑥-58,part_⑥-58,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00456,choice,EQUIVALENT,part_⑥-59,part_⑥-59,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00457,choice,EQUIVALENT,part_⑥-60,part_⑥-60,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00458,choice,EQUIVALENT,part_⑥-61,part_⑥-61,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00459,choice,EQUIVALENT,part_⑥-62,part_⑥-62,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00460,choice,ANSWER_CONFLICT,part_⑥-63,part_⑥-63,1.0,1.0,False,False,part_⑥,high,同一ID・同一問題文だが正解が異なる,True
choice-00461,choice,EQUIVALENT,part_⑥-64,part_⑥-64,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00462,choice,EQUIVALENT,part_⑥-65,part_⑥-65,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00463,choice,EQUIVALENT,part_⑥-66,part_⑥-66,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00464,choice,EQUIVALENT,part_⑥-67,part_⑥-67,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00465,choice,EQUIVALENT,part_⑥-68,part_⑥-68,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00466,choice,EQUIVALENT,part_⑥-69,part_⑥-69,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00467,choice,EQUIVALENT,part_⑥-70,part_⑥-70,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00468,choice,EQUIVALENT,part_⑥-71,part_⑥-71,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00469,choice,EQUIVALENT,part_⑥-72,part_⑥-72,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00470,choice,EQUIVALENT,part_⑥-73,part_⑥-73,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00471,choice,EQUIVALENT,part_⑥-74,part_⑥-74,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00472,choice,EQUIVALENT,part_⑥-75,part_⑥-75,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00473,choice,EQUIVALENT,part_⑥-76,part_⑥-76,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00474,choice,EQUIVALENT,part_⑥-77,part_⑥-77,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00475,choice,EQUIVALENT,part_⑥-78,part_⑥-78,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00476,choice,EQUIVALENT,part_⑥-79,part_⑥-79,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00477,choice,EQUIVALENT,part_⑥-80,part_⑥-80,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00478,choice,EQUIVALENT,part_⑥-81,part_⑥-81,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00479,choice,EQUIVALENT,part_⑥-82,part_⑥-82,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00480,choice,EQUIVALENT,part_⑥-83,part_⑥-83,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00481,choice,EQUIVALENT,part_⑥-84,part_⑥-84,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00482,choice,EQUIVALENT,part_⑥-85,part_⑥-85,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00483,choice,EQUIVALENT,part_⑥-86,part_⑥-86,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00484,choice,EQUIVALENT,part_⑥-87,part_⑥-87,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00485,choice,EQUIVALENT,part_⑥-88,part_⑥-88,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00486,choice,EQUIVALENT,part_⑥-89,part_⑥-89,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00487,choice,EQUIVALENT,part_⑥-90,part_⑥-90,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00488,choice,EQUIVALENT,part_⑥-91,part_⑥-91,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00489,choice,EQUIVALENT,part_⑥-92,part_⑥-92,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00490,choice,EQUIVALENT,part_⑥-93,part_⑥-93,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00491,choice,EQUIVALENT,part_⑥-94,part_⑥-94,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00492,choice,EQUIVALENT,part_⑥-95,part_⑥-95,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00493,choice,EQUIVALENT,part_⑥-96,part_⑥-96,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00494,choice,EQUIVALENT,part_⑥-97,part_⑥-97,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00495,choice,EQUIVALENT,part_⑥-98,part_⑥-98,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00496,choice,EQUIVALENT,part_⑥-99,part_⑥-99,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00497,choice,EQUIVALENT,part_⑥-100,part_⑥-100,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00498,choice,EQUIVALENT,part_⑥-101,part_⑥-101,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00499,choice,EQUIVALENT,part_⑥-102,part_⑥-102,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00500,choice,EQUIVALENT,part_⑥-103,part_⑥-103,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00501,choice,EQUIVALENT,part_⑥-104,part_⑥-104,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00502,choice,EQUIVALENT,part_⑥-105,part_⑥-105,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00503,choice,EQUIVALENT,part_⑥-106,part_⑥-106,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00504,choice,EQUIVALENT,part_⑥-107,part_⑥-107,1.0,1.0,True,False,part_⑥,high,同一ID・同一問題文・同一正解だが画像/解説等でハッシュが不一致,False
choice-00505,choice,EXACT_MATCH,part_⑥-108,part_⑥-108,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00506,choice,EXACT_MATCH,part_⑥-109,part_⑥-109,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00507,choice,EXACT_MATCH,part_⑥-110,part_⑥-110,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00508,choice,EXACT_MATCH,part_⑥-111,part_⑥-111,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00509,choice,EXACT_MATCH,part_⑥-112,part_⑥-112,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00510,choice,EXACT_MATCH,part_⑥-113,part_⑥-113,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00511,choice,EXACT_MATCH,part_⑥-114,part_⑥-114,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00512,choice,EXACT_MATCH,part_⑥-115,part_⑥-115,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00513,choice,EXACT_MATCH,part_⑥-116,part_⑥-116,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00514,choice,EXACT_MATCH,part_⑥-117,part_⑥-117,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00515,choice,EXACT_MATCH,part_⑥-118,part_⑥-118,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00516,choice,EXACT_MATCH,part_⑥-119,part_⑥-119,1.0,1.0,True,True,part_⑥,high,正規化後コンテンツハッシュが完全一致,False
choice-00517,choice,EXACT_MATCH,part_⑤-44,part_⑦-1,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00518,choice,ANSWER_CONFLICT,part_⑤-14,part_⑦-2,1.0,1.0,False,True,part_⑦,medium,問題文一致(別ID)だが正解が異なる,True
choice-00519,choice,EXACT_MATCH,part_①-20,part_⑦-3,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00520,choice,REFERENCE_ONLY,,part_⑦-4,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00521,choice,REFERENCE_ONLY,,part_⑦-5,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00522,choice,REFERENCE_ONLY,,part_⑦-6,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00523,choice,EXACT_MATCH,part_⑤-48,part_⑦-7,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00524,choice,REFERENCE_ONLY,,part_⑦-8,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00525,choice,EXACT_MATCH,part_⑤-71,part_⑦-9,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00526,choice,REFERENCE_ONLY,,part_⑦-10,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00527,choice,ANSWER_CONFLICT,part_⑤-50,part_⑦-11,1.0,1.0,False,True,part_⑦,medium,問題文一致(別ID)だが正解が異なる,True
choice-00528,choice,EXACT_MATCH,part_①-11,part_⑦-12,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00529,choice,EXACT_MATCH,part_④-86,part_⑦-13,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00530,choice,EXACT_MATCH,part_④-42,part_⑦-14,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00531,choice,REFERENCE_ONLY,,part_⑦-15,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00532,choice,REFERENCE_ONLY,,part_⑦-16,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00533,choice,ANSWER_CONFLICT,part_③-25,part_⑦-17,1.0,1.0,False,True,part_⑦,medium,問題文一致(別ID)だが正解が異なる,True
choice-00534,choice,REFERENCE_ONLY,,part_⑦-18,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00535,choice,EQUIVALENT,part_①-39,part_⑦-19,1.0,1.0,True,False,part_⑦,medium,問題文一致(別ID)・正解一致,False
choice-00536,choice,EXACT_MATCH,part_④-84,part_⑦-20,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00537,choice,EXACT_MATCH,part_①-40,part_⑦-21,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00538,choice,EQUIVALENT,part_①-41,part_⑦-22,1.0,1.0,True,True,part_⑦,medium,問題文一致(別ID)・正解一致,False
choice-00539,choice,EXACT_MATCH,part_①-42,part_⑦-23,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00540,choice,EXACT_MATCH,part_②-32,part_⑦-24,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00541,choice,REFERENCE_ONLY,,part_⑦-25,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00542,choice,EXACT_MATCH,part_③-20,part_⑦-26,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00543,choice,REFERENCE_ONLY,,part_⑦-27,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00544,choice,EXACT_MATCH,part_③-22,part_⑦-28,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00545,choice,EXACT_MATCH,part_③-27,part_⑦-29,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00546,choice,EXACT_MATCH,part_③-1,part_⑦-30,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00547,choice,REFERENCE_ONLY,,part_⑦-31,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00548,choice,EXACT_MATCH,part_①-5,part_⑦-32,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00549,choice,EXACT_MATCH,part_①-7,part_⑦-33,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00550,choice,EXACT_MATCH,part_①-12,part_⑦-34,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00551,choice,EXACT_MATCH,part_①-14,part_⑦-35,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00552,choice,EXACT_MATCH,part_①-15,part_⑦-36,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00553,choice,EXACT_MATCH,part_①-16,part_⑦-37,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00554,choice,EXACT_MATCH,part_①-19,part_⑦-38,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00555,choice,EXACT_MATCH,part_①-21,part_⑦-39,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00556,choice,EXACT_MATCH,part_①-25,part_⑦-40,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00557,choice,EXACT_MATCH,part_①-30,part_⑦-41,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00558,choice,EXACT_MATCH,part_①-32,part_⑦-42,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00559,choice,EXACT_MATCH,part_①-33,part_⑦-43,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00560,choice,EXACT_MATCH,part_①-35,part_⑦-44,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00561,choice,EXACT_MATCH,part_①-40,part_⑦-45,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00562,choice,EXACT_MATCH,part_①-41,part_⑦-46,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
